id,name,quality,level,required_level,item_class_name,item_class_id,item_subclass_name,item_subclass_id,inventory_type,purchase_price,sell_price,is_equippable
136972,Tome of Hex: Cockroach,RARE,45,41,Recipe,9,Book,0,NON_EQUIP,500000,125000,False
2028,Hammer,COMMON,13,8,Weapon,2,Mace,4,WEAPON,6583,1316,True
211556,Draconic Combatant's Wildercloth Treads,UNCOMMON,330,70,Armor,4,Cloth,1,FEET,180315,36063,True
93457,Crafted Dreadful Gladiator's Dreadplate Shoulders,RARE,39,35,Armor,4,Plate,4,SHOULDER,190899,38179,True
15253,Beheading Blade,UNCOMMON,27,20,Weapon,2,Sword,8,TWOHWEAPON,3385703,677140,True
31232,Grim Sabatons,RARE,30,25,Armor,4,Plate,4,FEET,2077598,415519,True
6474,Pattern: Deviate Scale Cloak,COMMON,1,0,Recipe,9,Leatherworking,1,NON_EQUIP,550,137,False
45468,Leggings of Lost Love,EPIC,35,30,Armor,4,Cloth,1,LEGS,596487,119297,True
59521,Soul Blade,EPIC,37,32,Weapon,2,Sword,7,WEAPON,4963308,992661,True
4045,Mistscape Bracers,UNCOMMON,23,16,Armor,4,Cloth,1,WRIST,338594,67718,True
14129,Ritual Sandals,UNCOMMON,12,7,Armor,4,Cloth,1,FEET,4176,835,True
204916,Deeprock Loop,UNCOMMON,250,70,Armor,4,Miscellaneous,0,FINGER,0,0,True
15282,Dragon Finger,UNCOMMON,29,23,Weapon,2,Wand,19,RANGEDRIGHT,3698907,739781,True
44441,Dark Iceborne Chestguard,RARE,34,29,Armor,4,Leather,2,CHEST,161027,32205,True
15480,War Torn Girdle,COMMON,6,4,Armor,4,Mail,3,WAIST,495,99,True
15283,Lunar Wand,UNCOMMON,29,24,Weapon,2,Wand,19,RANGEDRIGHT,3712423,742484,True
106604,Ripfang Waistband,UNCOMMON,42,38,Armor,4,Leather,2,WAIST,1254672,250934,True
121048,Temporal Scholar's Cord,UNCOMMON,44,40,Armor,4,Cloth,1,WAIST,700458,140091,True
14168,Buccaneer's Gloves,UNCOMMON,12,7,Armor,4,Cloth,1,HAND,2794,558,True
13073,Mugthol's Helm,RARE,27,20,Armor,4,Plate,4,HEAD,1702249,340449,True
106480,Iyun Wristwraps,UNCOMMON,39,36,Armor,4,Cloth,1,WRIST,1193867,238773,True
98808,Crafted Malevolent Gladiator's Wyrmhide Robes,RARE,39,35,Armor,4,Leather,2,ROBE,254117,50823,True
44445,Scaled Icewalkers,RARE,35,29,Armor,4,Mail,3,FEET,50143,10028,True
7476,Regal Sash,UNCOMMON,22,15,Armor,4,Cloth,1,WAIST,154357,30871,True
8196,Ebon Scimitar,UNCOMMON,23,16,Weapon,2,Sword,7,WEAPON,1122253,224450,True
22553,Formula: Enchant Weapon - Potency,UNCOMMON,27,0,Recipe,9,Enchanting,8,NON_EQUIP,80000,20000,False
14120,Aboriginal Robe,UNCOMMON,12,7,Armor,4,Cloth,1,ROBE,5811,1162,True
75118,Vicious Ornate Pyrium Belt,RARE,37,32,Armor,4,Plate,4,WAIST,48149,9629,True
129960,Leather Pet Bed,COMMON,1,0,Miscellaneous,15,Companion Pets,2,NON_EQUIP,15000,3750,False
62072,Robble's Wobbly Staff,POOR,35,28,Weapon,2,Staff,10,TWOHWEAPON,1664790,332958,True
22664,Icy Scale Breastplate,EPIC,29,25,Armor,4,Mail,3,CHEST,242666,48533,True
24653,Consortium Sash,UNCOMMON,31,26,Armor,4,Cloth,1,WAIST,1194041,238808,True
9924,Tracker's Tunic,UNCOMMON,25,19,Armor,4,Leather,2,CHEST,1593873,318774,True
20551,Darkrune Helm,RARE,29,24,Armor,4,Plate,4,HEAD,44146,8829,True
6275,Pattern: Greater Adept's Robe,COMMON,1,0,Recipe,9,Tailoring,2,NON_EQUIP,800,200,False
186373,Towering Shadowghast Greatboots,EPIC,226,60,Armor,4,Plate,4,FEET,3089024,617804,True
160924,Scored Antique Blade,POOR,37,45,Weapon,2,Dagger,15,WEAPON,1345061,269012,True
32663,Apexis Cleaver,RARE,32,27,Weapon,2,Axe,1,TWOHWEAPON,485116,97023,True
9940,Abjurer's Hood,UNCOMMON,26,20,Armor,4,Cloth,1,HEAD,1432680,286536,True
90722,Torik-Ethis' Gilded Legplates,EPIC,39,30,Armor,4,Plate,4,LEGS,3892519,778503,True
7932,Mithril Scale Shoulders,UNCOMMON,25,18,Armor,4,Mail,3,SHOULDER,20793,4158,True
106701,Sabermaw Jerkin,UNCOMMON,43,39,Armor,4,Leather,2,CHEST,2561427,512285,True
8292,Arcane Cover,UNCOMMON,28,22,Armor,4,Cloth,1,HEAD,1588854,317770,True
1772,Brocade Shoes,POOR,14,9,Armor,4,Cloth,1,FEET,3426,685,True
211560,Draconic Combatant's Wildercloth Tunic,UNCOMMON,330,70,Armor,4,Cloth,1,ROBE,250803,50160,True
94582,"Thunder, Reborn",RARE,39,35,Weapon,2,Mace,5,TWOHWEAPON,426214,85242,True
44696,Giant's Toewrap,RARE,35,29,Armor,4,Leather,2,WRIST,1430192,286038,True
163940,Extra-Light Light Emitting Cord,EPIC,60,50,Armor,4,Cloth,1,WAIST,1763089,352617,True
13820,Clout Mace,POOR,27,21,Weapon,2,Mace,4,WEAPONMAINHAND,1176416,235283,True
14277,Gaea's Tunic,UNCOMMON,27,20,Armor,4,Cloth,1,CHEST,1902763,380552,True
206436,Polar Footwarmers,EPIC,29,25,Armor,4,Leather,2,FEET,1161,232,True
6266,Disciple's Vest,UNCOMMON,6,4,Armor,4,Cloth,1,CHEST,1800,360,True
14144,Ghostweave Pants,UNCOMMON,28,22,Armor,4,Cloth,1,LEGS,40450,8090,True
177792,Night Guardian Legguards,UNCOMMON,100,50,Armor,4,Plate,4,LEGS,2553899,510779,True
172257,Shadebound Armguards,RARE,165,60,Armor,4,Leather,2,WRIST,1585852,317170,True
8310,Hero's Pauldrons,UNCOMMON,29,23,Armor,4,Mail,3,SHOULDER,1631321,326264,True
87402,Ornate Battleplate of the Master,EPIC,39,35,Armor,4,Plate,4,CHEST,345629,69125,True
796,Rough Leather Boots,COMMON,5,3,Armor,4,Leather,2,FEET,369,73,True
186147,Mawsworn Battle Hammer,UNCOMMON,200,60,Weapon,2,Mace,4,WEAPON,3629383,725876,True
24808,Unyielding Chain Vest,UNCOMMON,29,24,Armor,4,Mail,3,CHEST,2243015,448603,True
164336,Plundered Swarmer's Blade,RARE,60,50,Weapon,2,Sword,7,WEAPON,3726566,745313,True
164354,Plundered Wingblade Axe,RARE,60,50,Weapon,2,Axe,1,TWOHWEAPON,4623092,924618,True
36584,Snowy Edge,UNCOMMON,35,30,Weapon,2,Axe,0,WEAPON,3344522,668904,True
3025,"BKP 42 ""Ultra""",COMMON,21,13,Weapon,2,Gun,3,RANGEDRIGHT,228022,45604,True
14965,High Chief's Bindings,UNCOMMON,25,19,Armor,4,Plate,4,WRIST,843790,168758,True
18984,Dimensional Ripper - Everlook,RARE,25,0,Consumable,0,Explosives and Devices,0,NON_EQUIP,20000,5000,False
208237,Verdant Combatant's Jeweled Signet,UNCOMMON,330,1,Armor,4,Miscellaneous,0,FINGER,125000,25000,True
116541,Zangarra Wand,UNCOMMON,40,37,Weapon,2,Wand,19,RANGEDRIGHT,4276769,855353,True
924,Maul,COMMON,16,10,Weapon,2,Mace,5,TWOHWEAPON,21384,4276,True
66964,Sand Tracker's Spear,RARE,36,31,Weapon,2,Polearm,6,TWOHWEAPON,5161216,1032243,True
30759,Mag'hari Light Recurve,COMMON,29,25,Weapon,2,Bow,2,RANGED,2199070,439814,True
164344,Plundered Iceshard Bite,RARE,60,50,Weapon,2,Axe,0,WEAPON,3561008,712201,True
118864,Aryu's Puzzle Ring,EPIC,44,40,Armor,4,Miscellaneous,0,FINGER,2599309,519861,True
32749,Pattern: Shoulders of Lightning Reflexes,EPIC,27,0,Recipe,9,Leatherworking,1,NON_EQUIP,50000,12500,False
1720,Tanglewood Staff,RARE,24,18,Weapon,2,Staff,10,TWOHWEAPON,2870825,574165,True
171387,Ceremonious Mace,UNCOMMON,100,50,Weapon,2,Mace,4,WEAPON,3502310,700462,True
7536,Champion's Wall Shield,UNCOMMON,25,19,Armor,4,Shield,6,SHIELD,1445678,289135,True
94213,Bloodtusk Shoulderpads,UNCOMMON,38,35,Armor,4,Leather,2,SHOULDER,478997,95799,True
14184,Watcher's Robes,UNCOMMON,18,11,Armor,4,Cloth,1,ROBE,39830,7966,True
36581,Wolvar Handaxe,UNCOMMON,34,29,Weapon,2,Axe,0,WEAPON,3552989,710597,True
197968,Pattern: Crimson Combatant's Resilient Boots,UNCOMMON,1,1,Recipe,9,Leatherworking,1,NON_EQUIP,2000000,500000,False
121248,Nightfall Chain,UNCOMMON,44,40,Armor,4,Miscellaneous,0,NECK,569321,113864,True
128316,Bulging Barrel of Oil,RARE,1,10,Miscellaneous,15,Junk,0,NON_EQUIP,0,0,False
8289,Arcane Leggings,UNCOMMON,29,23,Armor,4,Cloth,1,LEGS,2116171,423234,True
25388,Tarnished Plate Shoulderpads,POOR,29,25,Armor,4,Plate,4,SHOULDER,644533,128906,True
12424,Imperial Plate Belt,UNCOMMON,27,20,Armor,4,Plate,4,WAIST,18127,3625,True
10258,Adventurer's Cape,UNCOMMON,29,23,Armor,4,Cloth,1,CLOAK,1555775,311155,True
93577,Crafted Dreadful Gladiator's Armbands of Prowess,RARE,39,35,Armor,4,Mail,3,WRIST,120322,24064,True
4089,Ricochet Blunderbuss,UNCOMMON,25,19,Weapon,2,Gun,3,RANGEDRIGHT,2780907,556181,True
10176,Mystical Gloves,UNCOMMON,27,21,Armor,4,Cloth,1,HAND,978204,195640,True
164396,Dragonrider's Wristguards,UNCOMMON,60,50,Armor,4,Mail,3,WRIST,1105925,221185,True
206493,Axe of Sundered Bone,EPIC,29,25,Weapon,2,Axe,0,WEAPON,2251,450,True
82024,Steppe Greaves,UNCOMMON,37,32,Armor,4,Mail,3,FEET,1809875,361975,True
9852,Conjurer's Robe,UNCOMMON,21,14,Armor,4,Cloth,1,ROBE,270116,54023,True
118798,Dead Eye Zakk's Boomshooter,RARE,43,38,Weapon,2,Gun,3,RANGEDRIGHT,5262175,1052435,True
885,Black Metal Axe,UNCOMMON,15,9,Weapon,2,Axe,0,WEAPON,19552,3910,True
2268,Stonesplinter Blade,COMMON,5,3,Weapon,2,Sword,7,WEAPONMAINHAND,732,146,True
4020,Splintering Battle Axe,POOR,25,19,Weapon,2,Axe,1,TWOHWEAPON,1205388,241077,True
113610,Meatmonger's Gory Grips,EPIC,44,40,Armor,4,Cloth,1,HAND,971758,194351,True
6475,Pattern: Deviate Scale Gloves,COMMON,1,0,Recipe,9,Leatherworking,1,NON_EQUIP,1500,375,False
93476,Crafted Dreadful Gladiator's Wyrmhide Helm,RARE,39,35,Armor,4,Leather,2,HEAD,188838,37767,True
22652,Glacial Vest,EPIC,29,25,Armor,4,Cloth,1,CHEST,166784,33356,True
11979,Peridot Circle,UNCOMMON,29,23,Armor,4,Miscellaneous,0,FINGER,29885,7471,True
67057,Oath-Bound Gauntlets,RARE,37,32,Armor,4,Plate,4,HAND,1455997,291199,True
1792,Patched Leather Pants,POOR,11,6,Armor,4,Leather,2,LEGS,1678,335,True
164268,Plundered Troll Ceremonial Basher,RARE,60,50,Weapon,2,Mace,5,TWOHWEAPON,4867029,973405,True
14560,Prospector's Boots,UNCOMMON,11,7,Armor,4,Leather,2,FEET,3893,778,True
12024,Vanadium Talisman,UNCOMMON,26,20,Armor,4,Miscellaneous,0,NECK,21587,5396,True
85794,Contender's Dragonscale Helm,RARE,39,35,Armor,4,Mail,3,HEAD,92489,18497,True
118817,Girthbinder of N'karas,RARE,43,38,Armor,4,Cloth,1,WAIST,1476090,295218,True
2488,Gladius,COMMON,4,2,Weapon,2,Sword,7,WEAPON,536,107,True
10276,Emerald Sabatons,UNCOMMON,28,22,Armor,4,Plate,4,FEET,1521261,304252,True
9916,Tracker's Belt,UNCOMMON,24,17,Armor,4,Leather,2,WAIST,391683,78336,True
31249,Bog Spaulders,RARE,30,25,Armor,4,Leather,2,SHOULDER,129126,25825,True
36508,Cumbersome Sledgehammer,UNCOMMON,33,28,Weapon,2,Mace,5,TWOHWEAPON,4100054,820010,True
14592,Hawkeye's Tunic,UNCOMMON,22,15,Armor,4,Leather,2,CHEST,311690,62338,True
14779,Khan's Chestpiece,UNCOMMON,25,19,Armor,4,Mail,3,CHEST,1677497,335499,True
10188,Swashbuckler's Leggings,UNCOMMON,28,22,Armor,4,Leather,2,LEGS,2069922,413984,True
3968,Thick Leather Tunic,POOR,24,17,Armor,4,Leather,2,CHEST,375382,75076,True
14865,Warleader's Greaves,UNCOMMON,29,23,Armor,4,Plate,4,FEET,1521150,304230,True
78268,Replica Darkmantle Pants,RARE,1,25,Armor,4,Leather,2,LEGS,75,15,True
3816,Reflective Heater,POOR,21,13,Armor,4,Shield,6,SHIELD,77831,15566,True
19028,Elegant Dress,COMMON,1,0,Armor,4,Cosmetic,5,ROBE,1,1,True
106616,Varashi Greaves,UNCOMMON,42,38,Armor,4,Mail,3,FEET,1840350,368070,True
9948,Chieftain's Boots,UNCOMMON,25,19,Armor,4,Leather,2,FEET,1259178,251835,True
9917,Tracker's Boots,UNCOMMON,24,17,Armor,4,Leather,2,FEET,601529,120305,True
82264,Vine Waistband,UNCOMMON,38,34,Armor,4,Leather,2,WAIST,1241168,248233,True
121260,Warpwind Belt,UNCOMMON,44,40,Armor,4,Mail,3,WAIST,648222,129644,True
36024,Aerie Pants,UNCOMMON,34,28,Armor,4,Cloth,1,LEGS,2371766,474353,True
9966,Embossed Plate Armor,UNCOMMON,24,17,Armor,4,Plate,4,CHEST,949775,189955,True
75065,Vicious Embersilk Cape,RARE,37,32,Armor,4,Cloth,1,CLOAK,139178,27835,True
186364,Cord of Coerced Spirits,EPIC,226,60,Armor,4,Mail,3,WAIST,2219987,443997,True
2409,Pattern: Dark Leather Tunic,UNCOMMON,1,0,Recipe,9,Leatherworking,1,NON_EQUIP,1400,350,False
4000,Overlinked Chain Belt,POOR,24,17,Armor,4,Mail,3,WAIST,164482,32896,True
206554,Ancient Pattern: Necrotic Gown,EPIC,1,1,Recipe,9,Tailoring,2,NON_EQUIP,120000,30000,False
2472,Reinforced Leather Pants,COMMON,26,20,Armor,4,Leather,2,LEGS,1129810,225962,True
23556,Hand of Eternity,EPIC,31,27,Weapon,2,Mace,4,WEAPON,146864,29372,True
133715,Ancient Vrykul Ring,COMMON,40,39,Consumable,0,Other,8,NON_EQUIP,80000,20000,False
121172,Kal'delar Sabatons,UNCOMMON,44,40,Armor,4,Plate,4,FEET,983135,196627,True
201052,Tyrhold Visage,RARE,1,1,Armor,4,Cloth,1,HEAD,800000,200000,True
210125,Breezekeeper's Handaxe,UNCOMMON,415,70,Weapon,2,Axe,0,WEAPON,3726203,745240,True
3288,Tribal Vest,UNCOMMON,6,4,Armor,4,Leather,2,CHEST,1754,350,True
116638,Howling Spear,UNCOMMON,44,40,Weapon,2,Polearm,6,TWOHWEAPON,4389239,877847,True
199241,Schematic: H.E.L.P.,RARE,1,1,Recipe,9,Engineering,3,NON_EQUIP,2000000,500000,False
12163,Plans: Moonsteel Broadsword,COMMON,1,0,Recipe,9,Blacksmithing,4,NON_EQUIP,4400,1100,False
30728,Fathom-Helm of the Deeps,EPIC,32,27,Armor,4,Mail,3,HEAD,278567,55713,True
55308,Moonbrook Cloak,UNCOMMON,35,29,Armor,4,Cloth,1,CLOAK,1853334,370666,True
115995,Whispering Blackrock Band,RARE,43,39,Armor,4,Miscellaneous,0,FINGER,67555,13511,True
6096,Apprentice's Shirt,UNCOMMON,1,0,Armor,4,Miscellaneous,0,BODY,1,1,True
16110,Recipe: Monster Omelet,COMMON,1,0,Recipe,9,Cooking,5,NON_EQUIP,12000,3000,False
116689,Pineapple Lounge Cushion,RARE,1,0,Miscellaneous,15,Holiday,3,NON_EQUIP,0,0,False
24580,Loosely Threaded Hat,POOR,29,25,Armor,4,Cosmetic,5,HEAD,651521,130304,True
37796,Earthbound Cape,RARE,32,28,Armor,4,Cloth,1,CLOAK,2142598,428519,True
2881,Plans: Runed Copper Breastplate,UNCOMMON,1,0,Recipe,9,Blacksmithing,4,NON_EQUIP,600,150,False
7362,Pattern: Earthen Leather Shoulders,COMMON,1,0,Recipe,9,Leatherworking,1,NON_EQUIP,2000,500,False
40,Recruit's Boots,COMMON,1,0,Armor,4,Plate,4,FEET,28,5,True
24785,Murkblood Gloves,UNCOMMON,32,27,Armor,4,Leather,2,HAND,1231605,246321,True
9900,Jazeraint Gauntlets,UNCOMMON,22,15,Armor,4,Mail,3,HAND,149182,29836,True
183616,Accursed Keepsake,COMMON,1,0,Consumable,0,Other,8,NON_EQUIP,0,0,False
106552,Warpscale Legguards,UNCOMMON,40,37,Armor,4,Mail,3,LEGS,2577256,515451,True
66904,Gartic's Resplendent Leggings,RARE,36,31,Armor,4,Cloth,1,LEGS,2808966,561793,True
36672,Strange Dagger,UNCOMMON,32,27,Weapon,2,Dagger,15,WEAPON,3483063,696612,True
66965,Drape of Fiery Dreams,RARE,36,31,Armor,4,Cloth,1,CLOAK,2171707,434341,True
