item,zone
159529,8064
160122,8064
159516,8064
159557,8064
159488,8064
159527,8064
159596,8064
159476,8064
159607,8064
159544,8064
159533,8064
159572,8064
159556,8064
159491,8064
159810,8064
159492,8064
160141,8064
159477,8064
159808,8064
159824,8064
160149,8064
159532,8064
159822,8064
159489,8064
159531,8064
159606,8064
160144,8064
160128,8064
160132,8064
159514,8064
160150,8064
159563,8064
159823,8064
159609,8064
159530,8064
160139,8064
160142,8064
159515,8064
160147,8064
159598,8064
160145,8064
159594,8064
160130,8064
160135,8064
160131,8064
159487,8064
160136,8064
159578,8064
159481,8064
160138,8064
159549,8064
159809,8064
160152,8064
160134,8064
159547,8064
160137,8064
159528,8064
159575,8064
159576,8064
160148,8064
159821,8064
159597,8064
159482,8064
159574,8064
159811,8064
160129,8064
160146,8064
159485,8064
159595,8064
160126,8064
160127,8064
160140,8064
160120,8064
160124,8064
159600,8064
160151,8064
159545,8064
159486,8064
159480,8064
8190,1584
15216,1584
647,1584
13044,1584
3075,1584
940,1584
10203,1584
13067,1584
10187,1584
10217,1584
13052,1584
10230,1584
10118,1584
12535,1584
8309,1584
15257,1584
8113,1584
10202,1584
10133,1584
1607,1584
871,1584
2291,1584
2915,1584
9928,1584
1203,1584
12532,1584
13043,1584
809,1584
4088,1584
8265,1584
2163,1584
10084,1584
10077,1584
10128,1584
812,1584
8271,1584
15256,1584
15272,1584
2244,1584
943,1584
2824,1584
13111,1584
1608,1584
1979,1584
10169,1584
8316,1584
13102,1584
10168,1584
13112,1584
8319,1584
10164,1584
8269,1584
14552,1584
13003,1584
10166,1584
15217,1584
8268,1584
11302,1584
9938,1584
8267,1584
7520,1584
10207,1584
4080,1584
8250,1584
10208,1584
13030,1584
13022,1584
8312,1584
4082,1584
6427,1584
8252,1584
9940,1584
10086,1584
13077,1584
12528,1584
9974,1584
15254,1584
13009,1584
13128,1584
8306,1584
13008,1584
7734,1584
10209,1584
1315,1584
15270,1584
15939,1584
13014,1584
13056,1584
13047,1584
942,1584
9913,1584
754,1584
4069,1584
8130,1584
14551,1584
9933,1584
6423,1584
10160,1584
10261,1584
10125,1584
10370,1584
15253,1584
2100,1584
8310,1584
10373,1584
15288,1584
10159,1584
10113,1584
10233,1584
10179,1584
10130,1584
8126,1584
10205,1584
13076,1584
15220,1584
10145,1584
8272,1584
13073,1584
15291,1584
9953,1584
8144,1584
12026,1584
15325,1584
15282,1584
2099,1584
8287,1584
12550,1584
8317,1584
13018,1584
7523,1584
7113,1584
8296,1584
10362,1584
12551,1584
10103,1584
13066,1584
9957,1584
4062,1584
10138,1584
10148,1584
8285,1584
12555,1584
7332,1584
10074,1584
10108,1584
10129,1584
10061,1584
13055,1584
8276,1584
15287,1584
10365,1584
10152,1584
10275,1584
8305,1584
8292,1584
12531,1584
15255,1584
10120,1584
10185,1584
7518,1584
4091,1584
8109,1584
7541,1584
9966,1584
7526,1584
10227,1584
13122,1584
10122,1584
7557,1584
8132,1584
10131,1584
9954,1584
15252,1584
13109,1584
9924,1584
7538,1584
8110,1584
10280,1584
10210,1584
10228,1584
12547,1584
8297,1584
8298,1584
10070,1584
10097,1584
10134,1584
15245,1584
10075,1584
10083,1584
10239,1584
8281,1584
10201,1584
8125,1584
8288,1584
10214,1584
8245,1584
24222,1584
13059,1584
10244,1584
15236,1584
9946,1584
10109,1584
15263,1584
13035,1584
8124,1584
13089,1584
7532,1584
4733,1584
13082,1584
9915,1584
10225,1584
10178,1584
10123,1584
10124,1584
10279,1584
10175,1584
8318,1584
6660,1584
9943,1584
10186,1584
8249,1584
10194,1584
1639,1584
10236,1584
12046,1584
15296,1584
10144,1584
8284,1584
10216,1584
10364,1584
10111,1584
8293,1584
12552,1584
10184,1584
8253,1584
8133,1584
3208,1584
9939,1584
9947,1584
10079,1584
8279,1584
8199,1584
12043,1584
9960,1584
9923,1584
9918,1584
1994,1584
15239,1584
10102,1584
11991,1584
10110,1584
10189,1584
10065,1584
15237,1584
10242,1584
8251,1584
9950,1584
10085,1584
9942,1584
10082,1584
10058,1584
15323,1584
8112,1584
10092,1584
10069,1584
9905,1584
8313,1584
10226,1584
11990,1584
15276,1584
10232,1584
10121,1584
15271,1584
12035,1584
10238,1584
12001,1584
8282,1584
10132,1584
13065,1584
10127,1584
9961,1584
8107,1584
9964,1584
10090,1584
9922,1584
9959,1584
15215,1584
10089,1584
10211,1584
10268,1584
8246,1584
10078,1584
7527,1584
8248,1584
13046,1584
8138,1584
8114,1584
10060,1584
8117,1584
9912,1584
4084,1584
6430,1584
7535,1584
7542,1584
10219,1584
10376,1584
10222,1584
15940,1584
10382,1584
8302,1584
10231,1584
15930,1584
10193,1584
12542,1584
11977,1584
10240,1584
10098,1584
10174,1584
810,1584
13027,1584
8131,1584
8134,1584
2564,1584
11989,1584
8128,1584
13039,1584
11988,1584
12032,1584
7555,1584
7611,1584
12012,1584
11999,1584
8135,1584
10374,1584
10146,1584
10258,1584
15219,1584
15246,1584
10391,1584
10267,1584
8304,1584
8320,1584
10277,1584
10172,1584
8275,1584
12549,1584
15281,1584
10181,1584
8314,1584
10197,1584
10190,1584
10173,1584
15274,1584
10200,1584
12014,1584
10062,1584
13125,1584
15937,1584
9965,1584
8129,1584
9941,1584
9951,1584
4089,1584
8143,1584
10087,1584
12023,1584
12057,1584
8289,1584
15278,1584
8307,1584
12527,1584
15218,1584
10221,1584
11978,1584
10276,1584
12056,1584
12034,1584
1721,1584
12002,1584
11976,1584
12055,1584
10072,1584
13085,1584
12044,1584
12024,1584
8266,1584
7543,1584
10071,1584
8280,1584
8123,1584
15235,1584
8108,1584
7529,1584
7477,1584
7521,1584
10363,1584
8300,1584
10381,1584
10274,1584
8291,1584
10224,1584
15229,1584
10371,1584
10375,1584
10212,1584
833,1584
10195,1584
13144,1584
15294,1584
10093,1584
9955,1584
8259,1584
10243,1584
8106,1584
17007,1584
8122,1584
10091,1584
8308,1584
10147,1584
10136,1584
10282,1584
13120,1584
10281,1584
10170,1584
15265,1584
8311,1584
10180,1584
10198,1584
8315,1584
15275,1584
9944,1584
8264,1584
13126,1584
10081,1584
10191,1584
10206,1584
12013,1584
8120,1584
8270,1584
8294,1584
10057,1584
10106,1584
13118,1584
10278,1584
10204,1584
10064,1584
10199,1584
10192,1584
8263,1584
5266,1584
10107,1584
8119,1584
7517,1584
9914,1584
10066,1584
9956,1584
7522,1584
7546,1584
8277,1584
10383,1584
15238,1584
12004,1584
12546,1584
10099,1584
15936,1584
10165,1584
8286,1584
13130,1584
10213,1584
13040,1584
10167,1584
10369,1584
10100,1584
10171,1584
10126,1584
10063,1584
10080,1584
13139,1584
8278,1584
13134,1584
7539,1584
7528,1584
8116,1584
7519,1584
7525,1584
9911,1584
11974,1584
15266,1584
8299,1584
10235,1584
10105,1584
10156,1584
8258,1584
10237,1584
15295,1584
10177,1584
8260,1584
8262,1584
10176,1584
8256,1584
10196,1584
10241,1584
8247,1584
10059,1584
9948,1584
9945,1584
8127,1584
7534,1584
10088,1584
5216,1584
10372,1584
8301,1584
10139,1584
10234,1584
10223,1584
10188,1584
15264,1584
10182,1584
8261,1584
10073,1584
15228,1584
10245,1584
10068,1584
8111,1584
8115,1584
9952,1584
9962,1584
10076,1584
9963,1584
10094,1584
10377,1584
10229,1584
10112,1584
15938,1584
8295,1584
10095,1584
10183,1584
8255,1584
8274,1584
10067,1584
9936,1584
7540,1584
8273,1584
13091,1584
10119,1584
12045,1584
8254,1584
10096,1584
15280,1584
9958,1584
7536,1584
9937,1584
7530,1584
15262,1584
10380,1584
10101,1584
12015,1584
12025,1584
15279,1584
8121,1584
11975,1584
8118,1584
15324,1584
8257,1584
7553,1584
9949,1584
15227,1584
7537,1584
7531,1584
163962,9028
159490,9028
163955,9028
163953,9028
159508,9028
160133,9028
159608,9028
160119,9028
159812,9028
160123,9028
163934,9028
163946,9028
163938,9028
159599,9028
159505,9028
159506,9028
163959,9028
159573,9028
159507,9028
159813,9028
159601,9028
159807,9028
163936,9028
159517,9028
159546,9028
159577,9028
160121,9028
159558,9028
160143,9028
159478,9028
159479,9028
160125,9028
159543,9028
159529,9028
160122,9028
159548,9028
159527,9028
159557,9028
159488,9028
159516,9028
159596,9028
159572,9028
159556,9028
159607,9028
159476,9028
159533,9028
159544,9028
159491,9028
159808,9028
160141,9028
159492,9028
159824,9028
159477,9028
159810,9028
159822,9028
160149,9028
159532,9028
159489,9028
159609,9028
160144,9028
159531,9028
159823,9028
160128,9028
160132,9028
159606,9028
159514,9028
160150,9028
159563,9028
159530,9028
160142,9028
159515,9028
160147,9028
160139,9028
160145,9028
159598,9028
159594,9028
160130,9028
160131,9028
159549,9028
160136,9028
159578,9028
159487,9028
159481,9028
160138,9028
160135,9028
160137,9028
160134,9028
159528,9028
159575,9028
159809,9028
159547,9028
160152,9028
159576,9028
159485,9028
160148,9028
159811,9028
159597,9028
159574,9028
160129,9028
160146,9028
159482,9028
160126,9028
159595,9028
159821,9028
160127,9028
160140,9028
160120,9028
160124,9028
160151,9028
159600,9028
159545,9028
159486,9028
159480,9028
199049,13991
199018,13991
199026,13991
199020,13991
199039,13991
198992,13991
199017,13991
198995,13991
199027,13991
199032,13991
199024,13991
199021,13991
198988,13991
198998,13991
199015,13991
198985,13991
199029,13991
199004,13991
199012,13991
198994,13991
199030,13991
199019,13991
199037,13991
198987,13991
199007,13991
198990,13991
199009,13991
199044,13991
198989,13991
199025,13991
199042,13991
199046,13991
199031,13991
198993,13991
199016,13991
199028,13991
199006,13991
199000,13991
199023,13991
199035,13991
198991,13991
198996,13991
198997,13991
199033,13991
199045,13991
199008,13991
199005,13991
199010,13991
199040,13991
198986,13991
199038,13991
199001,13991
199022,13991
199043,13991
198999,13991
199047,13991
199003,13991
199014,13991
199011,13991
199013,13991
199002,13991
14966,2557
14970,2557
13129,2557
15216,2557
9385,2557
14854,2557
14859,2557
14900,2557
14840,2557
14920,2557
14895,2557
1982,2557
14924,2557
15251,2557
14297,2557
873,2557
14971,2557
15665,2557
14805,2557
14200,2557
15431,2557
10230,2557
10118,2557
14835,2557
14798,2557
15257,2557
13034,2557
870,2557
14263,2557
871,2557
14202,2557
15591,2557
15214,2557
14899,2557
14901,2557
14860,2557
15376,2557
4088,2557
15164,2557
8265,2557
13110,2557
4037,2557
14969,2557
14288,2557
2825,2557
8271,2557
14441,2557
15256,2557
15272,2557
18338,2557
15693,2557
1608,2557
14944,2557
1979,2557
14913,2557
14967,2557
10169,2557
14972,2557
1716,2557
15596,2557
13017,2557
14954,2557
13112,2557
4039,2557
6587,2557
14927,2557
8006,2557
10164,2557
9434,2557
6615,2557
15967,2557
14847,2557
14838,2557
1625,2557
4071,2557
14799,2557
14853,2557
14204,2557
14948,2557
14171,2557
13030,2557
14266,2557
4718,2557
14976,2557
8312,2557
14234,2557
14595,2557
14590,2557
6612,2557
8183,2557
8252,2557
15630,2557
14413,2557
14221,2557
4048,2557
7357,2557
15617,2557
14436,2557
15666,2557
8306,2557
15640,2557
15386,2557
14917,2557
14953,2557
14946,2557
1722,2557
937,2557
9825,2557
15986,2557
14323,2557
15674,2557
14923,2557
14661,2557
2164,2557
15270,2557
14605,2557
13042,2557
15567,2557
15358,2557
14904,2557
14289,2557
13064,2557
13145,2557
15578,2557
13081,2557
14213,2557
9857,2557
14670,2557
15641,2557
15602,2557
14257,2557
15593,2557
15159,2557
14238,2557
15367,2557
10289,2557
6394,2557
15676,2557
10370,2557
10125,2557
15253,2557
13051,2557
15168,2557
14232,2557
7354,2557
9797,2557
10159,2557
15288,2557
10113,2557
10233,2557
15618,2557
4090,2557
1981,2557
14839,2557
15369,2557
15963,2557
14588,2557
3185,2557
3197,2557
9845,2557
5213,2557
10145,2557
14863,2557
14850,2557
15639,2557
15291,2557
14921,2557
14417,2557
14841,2557
13115,2557
15978,2557
14225,2557
14423,2557
15144,2557
14415,2557
3037,2557
4720,2557
15325,2557
14453,2557
15282,2557
12026,2557
15645,2557
8287,2557
15374,2557
14784,2557
15377,2557
867,2557
15165,2557
14902,2557
1726,2557
15356,2557
15565,2557
934,2557
6395,2557
14800,2557
15191,2557
15183,2557
14955,2557
15167,2557
14833,2557
15964,2557
14242,2557
15234,2557
9855,2557
3042,2557
3039,2557
10138,2557
14319,2557
14317,2557
14806,2557
8285,2557
10148,2557
15622,2557
14951,2557
14264,2557
14909,2557
1447,2557
13071,2557
15604,2557
14246,2557
13138,2557
14898,2557
1204,2557
15580,2557
14229,2557
14208,2557
15226,2557
14964,2557
13055,2557
15628,2557
18339,2557
18296,2557
2815,2557
15287,2557
15156,2557
14241,2557
15589,2557
14896,2557
1207,2557
14592,2557
15552,2557
15571,2557
6409,2557
10406,2557
3186,2557
6566,2557
3199,2557
11979,2557
14864,2557
8305,2557
10275,2557
15675,2557
14320,2557
15255,2557
15982,2557
14949,2557
14427,2557
14260,2557
14768,2557
13026,2557
14897,2557
936,2557
15575,2557
14589,2557
15142,2557
15286,2557
3210,2557
15230,2557
15211,2557
14458,2557
14296,2557
15644,2557
15609,2557
14779,2557
15252,2557
14908,2557
1613,2557
15607,2557
15980,2557
13074,2557
15612,2557
14255,2557
2802,2557
15322,2557
15353,2557
4076,2557
7413,2557
3041,2557
10210,2557
10228,2557
14303,2557
10280,2557
10097,2557
14930,2557
8298,2557
14327,2557
14299,2557
15245,2557
14918,2557
15373,2557
13021,2557
14777,2557
14652,2557
14831,2557
14774,2557
14943,2557
14230,2557
15613,2557
14760,2557
15233,2557
2277,2557
9860,2557
15352,2557
9824,2557
6602,2557
2072,2557
9793,2557
10214,2557
8288,2557
14933,2557
8245,2557
15236,2557
15263,2557
14851,2557
14782,2557
14259,2557
14956,2557
14939,2557
14601,2557
13082,2557
14432,2557
13100,2557
866,2557
15611,2557
15979,2557
15158,2557
14827,2557
9435,2557
863,2557
7368,2557
15285,2557
6607,2557
4568,2557
10225,2557
15432,2557
10178,2557
10123,2557
10279,2557
10124,2557
14314,2557
15631,2557
14797,2557
14276,2557
1639,2557
15636,2557
15965,2557
14434,2557
15608,2557
14440,2557
14262,2557
3430,2557
15615,2557
14941,2557
15592,2557
13068,2557
14602,2557
15595,2557
13054,2557
9395,2557
5214,2557
7367,2557
15284,2557
10404,2557
8186,2557
3740,2557
789,2557
10236,2557
15991,2557
10144,2557
12046,2557
10364,2557
8293,2557
14459,2557
8284,2557
10216,2557
14801,2557
14846,2557
14285,2557
8199,2557
12043,2557
3208,2557
14788,2557
1994,2557
14911,2557
14778,2557
13029,2557
15372,2557
8196,2557
12030,2557
15359,2557
14765,2557
6408,2557
6389,2557
15250,2557
15223,2557
3193,2557
14935,2557
11991,2557
15239,2557
10102,2557
14813,2557
15185,2557
14454,2557
15323,2557
14655,2557
15629,2557
14271,2557
14914,2557
14425,2557
15632,2557
1718,2557
14776,2557
14940,2557
13199,2557
14233,2557
14606,2557
12020,2557
15149,2557
1990,2557
15570,2557
15365,2557
14215,2557
15551,2557
15232,2557
9828,2557
3201,2557
14465,2557
15434,2557
14973,2557
15664,2557
15276,2557
12035,2557
10121,2557
15673,2557
15271,2557
12001,2557
14442,2557
15379,2557
14780,2557
15215,2557
14783,2557
15601,2557
15166,2557
14769,2557
1980,2557
14598,2557
14770,2557
14223,2557
8188,2557
13121,2557
14226,2557
15150,2557
2276,2557
15364,2557
2080,2557
15579,2557
9861,2557
865,2557
15259,2557
10211,2557
14324,2557
14330,2557
14804,2557
14267,2557
14280,2557
14791,2557
18343,2557
15169,2557
15162,2557
14947,2557
15161,2557
15163,2557
14834,2557
14407,2557
14832,2557
5215,2557
11972,2557
12040,2557
14593,2557
12028,2557
6396,2557
6616,2557
8184,2557
9802,2557
3198,2557
10222,2557
10376,2557
15436,2557
10219,2557
14685,2557
15683,2557
8302,2557
14298,2557
15930,2557
11989,2557
14912,2557
15627,2557
15649,2557
13039,2557
12032,2557
14269,2557
14785,2557
11988,2557
15392,2557
15635,2557
12012,2557
15173,2557
7552,2557
14905,2557
11999,2557
13117,2557
15244,2557
15610,2557
14243,2557
15584,2557
14603,2557
14772,2557
15260,2557
14412,2557
15151,2557
15557,2557
14231,2557
864,2557
14217,2557
14420,2557
15598,2557
14594,2557
9853,2557
15550,2557
15566,2557
15231,2557
7366,2557
4719,2557
7409,2557
9808,2557
15677,2557
10258,2557
14865,2557
10391,2557
15219,2557
15246,2557
10374,2557
14455,2557
8304,2557
8275,2557
15281,2557
14305,2557
10181,2557
15650,2557
15681,2557
14277,2557
14448,2557
12014,2557
14300,2557
15623,2557
4089,2557
14292,2557
15981,2557
14665,2557
14786,2557
15599,2557
14258,2557
14656,2557
18295,2557
3187,2557
14270,2557
14906,2557
18337,2557
12023,2557
14828,2557
14228,2557
15371,2557
14903,2557
15366,2557
14248,2557
12010,2557
13103,2557
15558,2557
15577,2557
14411,2557
4040,2557
15224,2557
6562,2557
8289,2557
15278,2557
14977,2557
8307,2557
12057,2557
15662,2557
15218,2557
11978,2557
10276,2557
12056,2557
10221,2557
12055,2557
14960,2557
14793,2557
14848,2557
12024,2557
15626,2557
15235,2557
15616,2557
14654,2557
14247,2557
14945,2557
15624,2557
14261,2557
15597,2557
11986,2557
15572,2557
15603,2557
5011,2557
14418,2557
12022,2557
15145,2557
15546,2557
15573,2557
15590,2557
14235,2557
14766,2557
15594,2557
15213,2557
15543,2557
14408,2557
13045,2557
4712,2557
4064,2557
9815,2557
15269,2557
3065,2557
10363,2557
10381,2557
14683,2557
14684,2557
8300,2557
8291,2557
10212,2557
10224,2557
10371,2557
10375,2557
14449,2557
15294,2557
14842,2557
14443,2557
14658,2557
14431,2557
1713,2557
14252,2557
14604,2557
14237,2557
14250,2557
14775,2557
6426,2557
14830,2557
15155,2557
1265,2557
14607,2557
15153,2557
7436,2557
13137,2557
7355,2557
6410,2557
4722,2557
15241,2557
6570,2557
2985,2557
10136,2557
14316,2557
15193,2557
10147,2557
8308,2557
10170,2557
15265,2557
14310,2557
10281,2557
14450,2557
14792,2557
14282,2557
14278,2557
14952,2557
14274,2557
15625,2557
14439,2557
15638,2557
12013,2557
14446,2557
14907,2557
14843,2557
1715,2557
14433,2557
14244,2557
14428,2557
15382,2557
15375,2557
1640,2557
15152,2557
15160,2557
14239,2557
14773,2557
1465,2557
14596,2557
13105,2557
15561,2557
14218,2557
15225,2557
2077,2557
15242,2557
14315,2557
14325,2557
14312,2557
14858,2557
14677,2557
15188,2557
8294,2557
10106,2557
10204,2557
14331,2557
15176,2557
15619,2557
15643,2557
14273,2557
18340,2557
14950,2557
9433,2557
15614,2557
14424,2557
14942,2557
8194,2557
15605,2557
11998,2557
13020,2557
15146,2557
15576,2557
15582,2557
15157,2557
14426,2557
14771,2557
14251,2557
15606,2557
15361,2557
4054,2557
14764,2557
9868,2557
4050,2557
9820,2557
6611,2557
3057,2557
790,2557
15670,2557
15936,2557
15238,2557
15429,2557
14676,2557
12004,2557
10100,2557
10369,2557
10213,2557
15668,2557
14932,2557
14309,2557
15179,2557
14794,2557
14279,2557
18344,2557
14910,2557
11974,2557
14268,2557
14430,2557
15600,2557
14220,2557
15990,2557
13119,2557
14245,2557
14207,2557
2951,2557
14767,2557
6406,2557
14203,2557
9846,2557
6404,2557
9823,2557
6407,2557
7370,2557
7406,2557
9847,2557
3212,2557
3647,2557
14937,2557
14682,2557
8299,2557
10105,2557
10156,2557
15266,2557
10235,2557
10237,2557
14925,2557
10177,2557
15390,2557
15426,2557
14675,2557
14673,2557
14852,2557
14286,2557
14291,2557
15387,2557
14787,2557
14659,2557
15178,2557
18298,2557
15378,2557
15370,2557
5216,2557
18289,2557
14599,2557
15363,2557
14821,2557
15261,2557
15583,2557
14422,2557
14240,2557
15368,2557
14762,2557
15360,2557
15243,2557
14212,2557
7416,2557
8301,2557
14983,2557
15890,2557
10104,2557
10372,2557
15658,2557
10223,2557
15663,2557
15264,2557
10188,2557
15393,2557
14795,2557
15171,2557
15182,2557
15384,2557
14669,2557
14438,2557
15177,2557
13058,2557
14781,2557
14421,2557
14435,2557
14600,2557
12011,2557
14224,2557
13088,2557
13038,2557
15569,2557
14419,2557
15154,2557
15435,2557
14936,2557
15192,2557
15438,2557
15194,2557
10095,2557
10112,2557
14678,2557
8295,2557
10229,2557
14869,2557
14934,2557
14959,2557
15383,2557
14254,2557
14272,2557
14657,2557
14429,2557
11987,2557
1714,2557
14216,2557
15574,2557
11997,2557
14222,2557
15562,2557
15581,2557
13025,2557
15977,2557
13124,2557
9835,2557
15430,2557
15189,2557
14462,2557
14307,2557
10119,2557
13091,2557
14302,2557
12045,2557
14662,2557
14249,2557
15385,2557
15172,2557
14660,2557
12031,2557
15262,2557
15380,2557
11973,2557
12042,2557
4087,2557
14410,2557
14236,2557
15134,2557
14810,2557
14322,2557
10380,2557
14808,2557
10101,2557
14958,2557
15279,2557
15174,2557
15381,2557
11975,2557
14663,2557
14965,2557
14653,2557
13095,2557
14825,2557
14253,2557
14826,2557
15362,2557
11971,2557
12039,2557
15324,2557
14457,2557
14957,2557
15227,2557
15620,2557
7553,2557
14829,2557
14591,2557
13093,2557
5009,2557
15976,2557
15563,2557
4052,2557
15216,2017
1982,2017
940,2017
10203,2017
15251,2017
10187,2017
13036,2017
13052,2017
10230,2017
10118,2017
8309,2017
10250,2017
8113,2017
4079,2017
6415,2017
10368,2017
10202,2017
10133,2017
2291,2017
871,2017
2915,2017
9928,2017
16714,2017
1203,2017
4735,2017
15214,2017
13043,2017
809,2017
17061,2017
4088,2017
8265,2017
9402,2017
4037,2017
10084,2017
10077,2017
10128,2017
10378,2017
8271,2017
18736,2017
9878,2017
15272,2017
15256,2017
943,2017
16697,2017
2824,2017
1608,2017
6429,2017
7112,2017
1979,2017
10169,2017
1263,2017
8316,2017
18742,2017
13102,2017
13112,2017
13132,2017
4039,2017
6587,2017
10164,2017
8319,2017
7486,2017
9874,2017
6411,2017
6615,2017
8269,2017
10166,2017
1625,2017
4071,2017
11302,2017
15217,2017
9938,2017
18743,2017
8267,2017
10207,2017
7520,2017
4080,2017
7487,2017
4044,2017
14171,2017
8250,2017
10208,2017
13030,2017
4718,2017
8312,2017
4082,2017
6427,2017
6612,2017
8183,2017
6622,2017
8252,2017
9940,2017
10086,2017
18744,2017
1169,2017
4048,2017
868,2017
9908,2017
7357,2017
15254,2017
9974,2017
13009,2017
13128,2017
8306,2017
13060,2017
13008,2017
7734,2017
1722,2017
9883,2017
9825,2017
10209,2017
1315,2017
18745,2017
2164,2017
15270,2017
7470,2017
7488,2017
10249,2017
10386,2017
16710,2017
13014,2017
13064,2017
9857,2017
16736,2017
942,2017
18741,2017
9913,2017
754,2017
4069,2017
8130,2017
14551,2017
6423,2017
9933,2017
10289,2017
6394,2017
10370,2017
10125,2017
16702,2017
15253,2017
2100,2017
13051,2017
7354,2017
9797,2017
10159,2017
15288,2017
8310,2017
10259,2017
10373,2017
10233,2017
10113,2017
16723,2017
10179,2017
8126,2017
10130,2017
10205,2017
13076,2017
4090,2017
1981,2017
3185,2017
3197,2017
5213,2017
9845,2017
10145,2017
8272,2017
15291,2017
9953,2017
13115,2017
8144,2017
6424,2017
9876,2017
3037,2017
4720,2017
